	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
7	0.00023	-0.00003	-0.00011	0.01109	-0.00102	-0.00499	-0.04760	-0.04203	-0.08225	-0.00333	-0.00058	-0.00286	-0.00204	0.00033	-0.00397	-0.00021	0.00107	-0.00082	-0.00313	0.00102	-0.00197	-0.00507	0.00053	0.00063	0.00049	0.00044	0.00016	-0.00089	0.00054	0.00001	-0.01593	-0.00870	-0.00084	0.00050	-0.00020	-0.00050	0.00094	-0.00100	-0.00019	0.00094	-0.00100	-0.00019	0.00001	0.00000	-0.00000	-0.00076	-0.00555	-0.00066	0.00136	0.00062	0.00022	0.00068	-0.00020	-0.00096	0.00068	-0.00020	-0.00096	0.00000	-0.00000	-0.00000	-0.09185	0.03022	-0.18482
8	0.00018	-0.00006	-0.00003	0.00859	-0.00274	-0.00155	-0.00121	-0.05443	-0.03814	-0.00435	-0.00190	-0.00280	-0.00315	-0.00159	-0.00212	-0.00104	-0.00039	-0.00053	-0.00432	0.00163	-0.00152	-0.00487	0.00107	-0.00067	-0.00000	0.00056	-0.00047	-0.00088	-0.00099	0.00019	-0.02065	-0.00611	0.00343	0.00139	-0.00029	-0.00010	0.00078	-0.00083	0.00026	0.00078	-0.00083	0.00026	0.00001	0.00000	0.00000	-0.00806	0.00137	-0.01692	0.00225	0.00132	-0.00199	0.00069	-0.00048	-0.00064	0.00069	-0.00048	-0.00064	-0.00000	-0.00000	-0.00000	-0.06968	0.08597	-0.16271
9	0.00006	-0.00002	0.00000	0.00297	-0.00085	0.00016	0.01145	-0.05278	0.00887	-0.00472	-0.00267	-0.00298	-0.00448	-0.00268	-0.00144	-0.00137	-0.00129	-0.00048	-0.00364	0.00173	-0.00193	-0.00375	0.00052	-0.00107	-0.00096	0.00019	-0.00054	-0.00059	-0.00130	-0.00135	-0.00609	-0.00291	0.00555	0.00006	-0.00059	0.00076	0.00049	0.00016	0.00070	0.00049	0.00016	0.00070	0.00001	0.00001	0.00000	-0.01534	0.01398	-0.02314	0.00300	-0.00008	-0.00338	0.00038	-0.00026	-0.00024	0.00038	-0.00026	-0.00024	0.00000	-0.00000	-0.00000	0.01394	0.07946	-0.14216
10	-0.00004	0.00007	-0.00003	-0.00206	0.00328	-0.00174	0.00047	-0.04470	0.04322	-0.00494	-0.00144	-0.00387	-0.00535	-0.00227	-0.00255	-0.00070	-0.00117	-0.00077	-0.00205	0.00062	-0.00200	-0.00299	-0.00002	-0.00031	-0.00115	-0.00046	-0.00038	-0.00065	0.00037	-0.00264	0.01605	-0.00403	0.01235	-0.00137	0.00000	0.00215	0.00024	0.00084	0.00065	0.00024	0.00084	0.00065	0.00000	0.00001	0.00000	-0.01052	0.02068	-0.02247	0.00276	-0.00212	-0.00387	0.00000	0.00001	0.00016	0.00000	0.00001	0.00016	-0.00000	0.00000	0.00000	0.11854	0.00715	-0.10972
11	-0.00012	0.00017	-0.00012	-0.00565	0.00804	-0.00566	-0.00610	-0.03064	0.04899	-0.00506	0.00021	-0.00511	-0.00575	-0.00144	-0.00436	0.00045	-0.00037	-0.00090	-0.00101	-0.00107	-0.00105	-0.00321	0.00043	0.00077	-0.00028	-0.00084	-0.00040	-0.00026	0.00188	-0.00306	0.02750	-0.01033	0.02027	-0.00119	0.00105	0.00307	0.00008	0.00072	0.00029	0.00008	0.00072	0.00029	0.00000	0.00001	0.00000	0.00126	0.01530	-0.01792	0.00183	-0.00253	-0.00326	-0.00023	-0.00010	0.00051	-0.00023	-0.00010	0.00051	-0.00001	-0.00000	0.00000	0.20018	-0.10182	-0.08053
12	-0.00022	0.00023	-0.00015	-0.01059	0.01097	-0.00704	-0.01335	-0.00906	0.01220	-0.00480	0.00027	-0.00615	-0.00610	-0.00186	-0.00517	0.00097	0.00011	-0.00056	-0.00082	-0.00189	-0.00016	-0.00376	0.00130	0.00106	0.00045	-0.00055	-0.00045	0.00107	0.00103	-0.00319	0.02036	-0.00982	0.01872	0.00045	0.00034	0.00253	0.00000	0.00034	0.00012	0.00000	0.00034	0.00012	0.00000	-0.00000	0.00000	0.00730	0.00481	-0.00722	0.00166	-0.00103	-0.00131	-0.00017	-0.00038	0.00031	-0.00017	-0.00038	0.00031	-0.00001	-0.00001	0.00000	0.22596	-0.21295	-0.10873
13	-0.00038	0.00022	-0.00008	-0.01802	0.01056	-0.00365	-0.04165	0.01438	-0.06143	-0.00433	-0.00069	-0.00669	-0.00625	-0.00353	-0.00430	-0.00004	-0.00039	-0.00019	-0.00089	-0.00135	-0.00051	-0.00384	0.00153	0.00052	-0.00011	0.00009	-0.00027	0.00249	-0.00120	-0.00278	0.00458	0.01042	0.00597	0.00239	-0.00285	0.00101	-0.00007	0.00026	0.00031	-0.00007	0.00026	0.00031	-0.00000	-0.00001	0.00000	0.00613	0.00489	0.00940	0.00253	0.00012	0.00110	0.00026	-0.00037	-0.00091	0.00026	-0.00037	-0.00091	0.00000	-0.00001	-0.00000	0.19110	-0.24807	-0.20508
14	-0.00051	0.00017	0.00001	-0.02402	0.00830	0.00081	-0.07461	0.02852	-0.13871	-0.00415	-0.00110	-0.00626	-0.00554	-0.00463	-0.00256	-0.00208	-0.00138	-0.00044	-0.00108	-0.00047	-0.00127	-0.00343	0.00104	0.00004	-0.00150	0.00040	0.00006	0.00306	-0.00220	-0.00147	-0.00207	0.04024	-0.00488	0.00340	-0.00569	0.00014	-0.00016	0.00031	0.00052	-0.00016	0.00031	0.00052	-0.00000	-0.00002	0.00000	0.00431	0.02171	0.01945	0.00309	-0.00072	0.00176	0.00098	-0.00015	-0.00246	0.00098	-0.00015	-0.00246	0.00001	-0.00000	-0.00001	0.11471	-0.13504	-0.29539
15	-0.00049	0.00013	0.00002	-0.02324	0.00672	0.00144	-0.06455	0.02584	-0.17954	-0.00450	-0.00106	-0.00444	-0.00368	-0.00356	-0.00133	-0.00343	-0.00174	-0.00119	-0.00177	-0.00049	-0.00062	-0.00282	0.00054	0.00026	-0.00239	0.00017	0.00032	0.00278	-0.00149	-0.00044	0.00621	0.05127	-0.00409	0.00307	-0.00500	0.00046	-0.00021	0.00008	0.00028	-0.00021	0.00008	0.00028	-0.00000	-0.00001	0.00000	0.00376	0.03917	0.01243	0.00243	-0.00214	0.00002	0.00159	-0.00011	-0.00297	0.00159	-0.00011	-0.00297	0.00001	0.00000	-0.00001	0.01076	0.04943	-0.30518
16	-0.00030	0.00012	-0.00003	-0.01415	0.00592	-0.00113	0.00444	0.01639	-0.16950	-0.00520	-0.00156	-0.00174	-0.00132	-0.00084	-0.00123	-0.00302	-0.00096	-0.00173	-0.00284	-0.00126	0.00144	-0.00229	0.00060	0.00066	-0.00229	-0.00009	0.00033	0.00170	-0.00028	-0.00144	0.01706	0.03014	-0.00005	0.00214	-0.00133	0.00040	-0.00015	-0.00033	-0.00047	-0.00015	-0.00033	-0.00047	-0.00000	0.00000	-0.00000	-0.00048	0.03482	-0.00245	0.00127	-0.00193	-0.00177	0.00155	-0.00016	-0.00211	0.00155	-0.00016	-0.00211	0.00000	0.00000	-0.00001	-0.10814	0.12614	-0.25527
17	0.00001	0.00006	-0.00005	0.00064	0.00284	-0.00268	0.08523	0.01918	-0.12211	-0.00588	-0.00230	0.00015	0.00019	0.00145	-0.00190	-0.00140	0.00032	-0.00160	-0.00358	-0.00117	0.00251	-0.00206	0.00107	0.00019	-0.00170	0.00013	0.00004	-0.00016	0.00088	-0.00436	0.01517	-0.00809	-0.00336	0.00129	0.00206	-0.00106	0.00007	-0.00062	-0.00114	0.00007	-0.00062	-0.00114	0.00000	0.00001	-0.00000	-0.01423	0.00779	-0.01086	0.00110	-0.00039	-0.00164	0.00080	0.00000	-0.00056	0.00080	0.00000	-0.00056	-0.00000	0.00001	-0.00000	-0.19801	0.04795	-0.22145
18	0.00033	-0.00009	-0.00005	0.01562	-0.00450	-0.00260	0.11619	0.02760	-0.05769	-0.00627	-0.00213	-0.00018	-0.00021	0.00178	-0.00269	0.00005	0.00114	-0.00095	-0.00340	0.00084	0.00090	-0.00219	0.00132	-0.00101	-0.00116	0.00070	-0.00035	-0.00174	0.00152	-0.00662	-0.00224	-0.03792	-0.01054	0.00073	0.00284	-0.00272	0.00041	-0.00078	-0.00123	0.00041	-0.00078	-0.00123	0.00001	0.00001	-0.00000	-0.03500	-0.02109	-0.01142	0.00262	0.00045	-0.00044	-0.00029	0.00020	0.00122	-0.00029	0.00020	0.00122	-0.00001	0.00000	0.00000	-0.20280	-0.04574	-0.22367
19	0.00046	-0.00027	-0.00010	0.02214	-0.01186	-0.00410	0.08594	0.01652	-0.00669	-0.00619	-0.00079	-0.00245	-0.00215	0.00041	-0.00330	0.00022	0.00130	-0.00032	-0.00243	0.00338	-0.00190	-0.00252	0.00110	-0.00137	-0.00069	0.00100	-0.00036	-0.00201	0.00098	-0.00589	-0.02296	-0.04409	-0.01480	0.00071	0.00102	-0.00333	0.00066	-0.00076	-0.00077	0.00066	-0.00076	-0.00077	0.00001	0.00001	-0.00000	-0.04866	-0.03219	-0.00824	0.00461	-0.00027	0.00037	-0.00123	0.00018	0.00250	-0.00123	0.00018	0.00250	-0.00001	0.00000	0.00001	-0.11536	-0.03193	-0.22585
20	0.00028	-0.00028	-0.00019	0.01439	-0.01165	-0.00767	0.03082	-0.00872	-0.00530	-0.00554	0.00048	-0.00481	-0.00394	-0.00124	-0.00374	-0.00080	0.00112	-0.00018	-0.00146	0.00399	-0.00299	-0.00297	0.00074	0.00015	-0.00024	0.00076	0.00024	-0.00209	0.00017	-0.00302	-0.02964	-0.03008	-0.01551	0.00149	-0.00153	-0.00302	0.00052	-0.00053	-0.00013	0.00052	-0.00053	-0.00013	0.00001	0.00000	-0.00000	-0.04048	-0.02067	-0.00639	0.00481	-0.00146	-0.00002	-0.00132	0.00005	0.00211	-0.00132	0.00005	0.00211	-0.00001	-0.00000	0.00001	0.01869	0.06454	-0.21615
21	-0.00004	-0.00012	-0.00023	-0.00089	-0.00353	-0.00958	-0.01307	-0.01897	-0.04286	-0.00451	0.00038	-0.00546	-0.00424	-0.00198	-0.00386	-0.00178	0.00086	-0.00045	-0.00121	0.00222	-0.00150	-0.00332	0.00073	0.00229	-0.00006	0.00038	0.00101	-0.00352	0.00132	-0.00031	-0.01807	-0.01238	-0.01133	0.00272	-0.00247	-0.00215	0.00008	-0.00047	0.00029	0.00008	-0.00047	0.00029	0.00000	0.00001	0.00000	-0.01310	0.00157	-0.01467	0.00266	-0.00149	-0.00210	-0.00022	-0.00009	0.00035	-0.00022	-0.00009	0.00035	-0.00001	0.00000	0.00000	0.14529	0.15467	-0.20476
22	-0.00020	0.00003	-0.00018	-0.00868	0.00295	-0.00777	-0.03277	-0.00829	-0.05465	-0.00373	-0.00090	-0.00412	-0.00310	-0.00159	-0.00344	-0.00167	0.00073	-0.00061	-0.00146	-0.00031	0.00097	-0.00309	0.00108	0.00273	-0.00033	0.00044	0.00122	-0.00504	0.00416	0.00169	-0.00346	-0.00384	-0.00194	0.00382	-0.00121	-0.00101	-0.00030	-0.00076	0.00020	-0.00030	-0.00076	0.00020	-0.00001	0.00001	0.00000	0.01051	0.01225	-0.03018	0.00053	0.00006	-0.00448	0.00098	-0.00031	-0.00064	0.00098	-0.00031	-0.00064	-0.00001	0.00000	-0.00000	0.20731	0.18256	-0.17763
23	-0.00008	-0.00001	-0.00010	-0.00351	0.00021	-0.00431	-0.03592	0.01530	-0.01215	-0.00380	-0.00198	-0.00214	-0.00170	-0.00063	-0.00265	-0.00078	0.00075	-0.00047	-0.00150	-0.00192	0.00252	-0.00226	0.00167	0.00107	-0.00082	0.00096	0.00070	-0.00379	0.00489	0.00278	-0.00015	-0.00445	0.00452	0.00428	0.00035	-0.00044	-0.00040	-0.00075	-0.00013	-0.00040	-0.00075	-0.00013	-0.00001	0.00001	-0.00000	0.01047	0.00103	-0.03175	0.00083	0.00179	-0.00404	0.00073	-0.00045	0.00028	0.00073	-0.00045	0.00028	-0.00001	-0.00000	0.00000	0.16927	0.14147	-0.12742
24	0.00010	-0.00019	-0.00004	0.00516	-0.00806	-0.00118	-0.03944	0.05183	0.03298	-0.00482	-0.00166	-0.00121	-0.00119	0.00012	-0.00201	-0.00011	0.00062	-0.00037	-0.00106	-0.00169	0.00237	-0.00177	0.00230	-0.00076	-0.00118	0.00147	0.00005	0.00019	0.00127	0.00137	-0.00370	-0.00776	0.00175	0.00378	0.00041	-0.00081	-0.00033	0.00001	-0.00017	-0.00033	0.00001	-0.00017	-0.00001	0.00000	-0.00000	-0.00681	-0.01670	-0.01032	0.00259	0.00224	-0.00036	-0.00064	-0.00027	0.00169	-0.00064	-0.00027	0.00169	0.00000	-0.00001	0.00001	0.08411	0.07951	-0.09331
25	0.00015	-0.00029	0.00002	0.00762	-0.01294	0.00172	-0.04517	0.08376	0.02739	-0.00644	-0.00026	-0.00179	-0.00167	0.00022	-0.00180	-0.00002	0.00005	-0.00059	-0.00051	0.00023	0.00080	-0.00219	0.00265	-0.00107	-0.00137	0.00161	-0.00008	0.00326	-0.00313	-0.00285	-0.00330	-0.01058	-0.00443	0.00281	-0.00041	-0.00137	-0.00026	0.00065	0.00020	-0.00026	0.00065	0.00020	-0.00000	-0.00001	0.00000	-0.02043	-0.02027	0.01099	0.00307	0.00177	0.00264	-0.00128	0.00001	0.00183	-0.00128	0.00001	0.00183	0.00001	-0.00001	0.00001	0.03420	0.07022	-0.12045
26	0.00010	-0.00023	0.00007	0.00484	-0.01044	0.00382	-0.03772	0.08151	-0.02572	-0.00789	0.00050	-0.00279	-0.00233	-0.00025	-0.00183	-0.00009	-0.00070	-0.00087	0.00002	0.00239	-0.00134	-0.00292	0.00239	-0.00012	-0.00141	0.00135	0.00027	0.00279	-0.00350	-0.00683	-0.00019	-0.01356	-0.00604	0.00242	-0.00041	-0.00153	-0.00024	0.00025	0.00069	-0.00024	0.00025	0.00069	-0.00000	-0.00001	0.00000	-0.01975	-0.00773	0.00701	0.00153	0.00140	0.00161	-0.00042	0.00006	0.00072	-0.00042	0.00006	0.00072	0.00001	-0.00000	0.00000	0.02199	0.12286	-0.21120
27	0.00005	-0.00007	0.00007	0.00209	-0.00338	0.00348	-0.01910	0.05052	-0.09526	-0.00813	-0.00049	-0.00295	-0.00259	-0.00088	-0.00177	0.00011	-0.00117	-0.00084	0.00078	0.00295	-0.00306	-0.00320	0.00156	0.00108	-0.00121	0.00084	0.00071	0.00025	-0.00079	-0.00700	-0.00225	-0.01255	-0.00425	0.00279	0.00010	-0.00144	-0.00019	-0.00055	0.00100	-0.00019	-0.00055	0.00100	-0.00000	0.00000	0.00000	-0.00658	0.00689	-0.01343	-0.00060	0.00108	-0.00179	0.00077	-0.00002	-0.00058	0.00077	-0.00002	-0.00058	-0.00000	0.00000	-0.00000	0.00535	0.15361	-0.32324
28	0.00001	0.00009	0.00003	0.00013	0.00361	0.00099	-0.01786	0.02306	-0.14548	-0.00699	-0.00212	-0.00233	-0.00263	-0.00133	-0.00151	0.00038	-0.00133	-0.00058	0.00174	0.00167	-0.00392	-0.00306	0.00055	0.00206	-0.00082	0.00045	0.00113	-0.00112	-0.00005	-0.00366	-0.00702	0.00022	-0.00479	0.00289	-0.00073	-0.00126	-0.00004	-0.00051	0.00099	-0.00004	-0.00051	0.00099	-0.00000	0.00000	0.00000	0.01018	0.01313	-0.01978	-0.00152	0.00025	-0.00313	0.00098	0.00005	-0.00163	0.00098	0.00005	-0.00163	-0.00000	0.00001	-0.00001	-0.02537	0.10408	-0.38490
29	-0.00007	0.00019	-0.00001	-0.00353	0.00842	-0.00114	-0.04538	0.01381	-0.14470	-0.00560	-0.00263	-0.00188	-0.00274	-0.00147	-0.00122	0.00028	-0.00137	-0.00044	0.00223	0.00020	-0.00426	-0.00293	-0.00024	0.00265	-0.00060	0.00045	0.00157	-0.00021	-0.00282	-0.00110	-0.00293	0.02108	-0.00641	0.00191	-0.00318	-0.00051	0.00019	0.00041	0.00079	0.00019	0.00041	0.00079	0.00000	-0.00000	0.00000	0.01889	0.01530	-0.00322	-0.00023	-0.00099	-0.00125	0.00041	0.00028	-0.00232	0.00041	0.00028	-0.00232	0.00001	0.00000	-0.00001	-0.06280	0.03289	-0.34689
30	-0.00020	0.00025	-0.00001	-0.00971	0.01122	-0.00094	-0.07021	0.01688	-0.10011	-0.00511	-0.00206	-0.00187	-0.00279	-0.00127	-0.00120	-0.00025	-0.00115	-0.00053	0.00179	0.00002	-0.00411	-0.00282	-0.00047	0.00251	-0.00076	0.00054	0.00165	0.00088	-0.00522	-0.00221	0.01266	0.03446	-0.00132	0.00040	-0.00518	0.00123	0.00043	0.00116	0.00054	0.00043	0.00116	0.00054	0.00001	-0.00001	0.00000	0.01655	0.02233	0.01154	0.00231	-0.00205	0.00038	0.00013	0.00034	-0.00221	0.00013	0.00034	-0.00221	0.00001	0.00000	-0.00001	-0.10163	0.01334	-0.24207
31	-0.00034	0.00027	0.00003	-0.01657	0.01230	0.00097	-0.05543	0.02222	-0.06078	-0.00527	-0.00147	-0.00191	-0.00252	-0.00080	-0.00152	-0.00078	-0.00049	-0.00064	0.00050	0.00085	-0.00275	-0.00234	0.00005	0.00156	-0.00100	0.00028	0.00102	-0.00005	-0.00408	-0.00487	0.02668	0.03185	0.00848	-0.00051	-0.00501	0.00288	0.00061	0.00123	0.00022	0.00061	0.00123	0.00022	0.00001	-0.00001	0.00000	0.01085	0.03257	0.00601	0.00396	-0.00274	-0.00074	0.00041	0.00016	-0.00113	0.00041	0.00016	-0.00113	0.00001	0.00000	-0.00000	-0.08674	0.01737	-0.15328
32	-0.00042	0.00024	0.00004	-0.02037	0.01094	0.00176	0.00016	0.01822	-0.05804	-0.00495	-0.00098	-0.00186	-0.00183	-0.00033	-0.00190	-0.00097	0.00041	-0.00058	-0.00115	0.00197	-0.00051	-0.00137	0.00076	0.00028	-0.00090	-0.00007	0.00006	-0.00166	-0.00164	-0.00538	0.02409	0.01950	0.00737	-0.00047	-0.00314	0.00219	0.00056	0.00113	-0.00024	0.00056	0.00113	-0.00024	0.00001	-0.00000	-0.00000	0.00491	0.03469	-0.00409	0.00401	-0.00321	-0.00219	0.00040	0.00017	0.00001	0.00040	0.00017	0.00001	-0.00000	0.00000	-0.00000	0.03785	-0.01405	-0.12316
33	-0.00038	0.00014	-0.00001	-0.01771	0.00683	-0.00044	0.06142	-0.00216	-0.07015	-0.00362	-0.00012	-0.00194	-0.00098	-0.00009	-0.00208	-0.00093	0.00108	-0.00044	-0.00249	0.00335	0.00066	-0.00028	0.00081	-0.00079	-0.00048	0.00002	-0.00046	-0.00112	-0.00162	-0.00300	0.00555	0.00730	-0.00963	0.00023	-0.00122	-0.00104	0.00024	0.00124	-0.00070	0.00024	0.00124	-0.00070	0.00001	-0.00000	-0.00000	-0.00436	0.02232	0.00061	0.00324	-0.00302	-0.00107	-0.00026	0.00053	0.00024	-0.00026	0.00053	0.00024	0.00001	0.00001	0.00000	0.19409	-0.05592	-0.12627
34	-0.00023	0.00003	-0.00009	-0.01053	0.00253	-0.00351	0.07615	-0.03130	-0.06468	-0.00221	0.00101	-0.00224	-0.00044	-0.00012	-0.00202	-0.00075	0.00126	-0.00032	-0.00293	0.00491	-0.00007	0.00057	-0.00002	-0.00112	-0.00007	0.00037	-0.00028	0.00075	-0.00325	0.00002	-0.00929	0.00242	-0.02537	0.00077	-0.00061	-0.00369	-0.00010	0.00109	-0.00084	-0.00010	0.00109	-0.00084	0.00000	-0.00001	-0.00000	-0.01031	0.00550	0.01194	0.00207	-0.00193	0.00120	-0.00069	0.00083	-0.00039	-0.00069	0.00083	-0.00039	0.00001	0.00001	-0.00000	0.24718	-0.04823	-0.12370
35	-0.00011	0.00003	-0.00009	-0.00504	0.00189	-0.00390	0.01995	-0.05275	-0.04358	-0.00208	0.00156	-0.00248	-0.00042	-0.00037	-0.00165	-0.00035	0.00091	-0.00015	-0.00227	0.00542	-0.00103	0.00111	-0.00095	-0.00025	0.00012	0.00026	0.00029	0.00100	-0.00295	0.00079	-0.00247	0.00675	-0.02517	0.00035	-0.00128	-0.00333	-0.00022	0.00024	-0.00048	-0.00022	0.00024	-0.00048	-0.00000	-0.00000	-0.00000	-0.00335	0.00046	0.01385	0.00052	-0.00077	0.00174	-0.00016	0.00065	-0.00118	-0.00016	0.00065	-0.00118	0.00001	0.00001	-0.00000	0.20500	-0.00593	-0.11566
36	-0.00006	0.00011	-0.00003	-0.00288	0.00504	-0.00174	-0.06152	-0.05542	-0.03069	-0.00304	0.00088	-0.00223	-0.00056	-0.00072	-0.00109	0.00012	0.00022	-0.00000	-0.00057	0.00346	-0.00022	0.00118	-0.00075	0.00132	0.00010	-0.00037	0.00066	-0.00073	0.00035	-0.00195	0.02022	0.01106	-0.01417	-0.00054	-0.00173	-0.00121	-0.00018	-0.00089	0.00019	-0.00018	-0.00089	0.00019	-0.00000	0.00000	0.00000	0.00874	0.00861	0.00587	-0.00029	-0.00029	0.00038	0.00067	0.00024	-0.00154	0.00067	0.00024	-0.00154	0.00001	0.00000	-0.00000	0.16875	0.02940	-0.12585
